"EDCS-ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating","cleaned_place"
"EDCS-32700570","CIL 03, 14995","Dalmatia","Ivosevci / Burnum","69","86","69","86","milites;  tituli sepulcrales;  tria nomina;  viri","P(ublio) Carsidi/o P(ubli) f(ilio) Gal(eria) / Calvo Lug(u)d(unensi) / aquilifero / leg(ionis) IIII F(laviae) F(irmae) ann(orum) / XLI stip(endiorum) XIIX / h(ic) s(itus) e(st)","P Carsidio P f Gal Calvo Lugd aquilifero leg IIII F F ann XLI stip XIIX h s e","Publio Carsidio Publi filio Galeria Calvo Lugudunensi aquilifero legionis IIII Flaviae Firmae annorum XLI stipendiorum XIIX hic situs est",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14995_1.jpg;$M_CIL_03_14995_2.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061336;lu_23215","","","69 to 86","Burnum"
"EDCS-32700571","CIL 03, 14996 (p 2328,114) = AE 1900, 00045 = Barresi-2018, 00008","Dalmatia","Ivosevci / Burnum","9","69","9","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Cicereiu[s 3] f(ilius) Ani(ensi) / [3] Fidus Arim(ino) [3] / [3] Cicerei Laevi p[rimipilaris(?)] / leg(ionis) XI [3 et(?)] / [3] Cicerei Ascan[i primipila]ris leg(ionis) XI vi[vus fecit(?)]","L Cicereiu f Ani Fidus Arim Cicerei Laevi p leg XI Cicerei Ascanris leg XI vi","Lucius Cicereius filius Aniensi Fidus Arimino Cicerei Laevi primipilaris legionis XI et Cicerei Ascani primipilaris legionis XI vivus fecit","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD028174;1ae1900-17","","","9 to 69","Burnum"
"EDCS-32700572","CIL 03, 14997 (p 2328,114) = CBI 00450","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Coccius / C(ai) f(ilius) Vetur(ia) / [T]ertius Plac(entia) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / stip(endiorum) XII |(centuria) Caecil(i) / Sabini benef(iciarius) / tribuni / [h(eres)] f(aciendum) c(uravit)","C Coccius C f Vetur ertius Plac mil leg XI C P F stip XII Caecil Sabini benef tribuni f c","Caius Coccius Cai filius Veturia Tertius Placentia miles legionis XI Claudiae Piae Fidelis stipendiorum XII centuria Caecili Sabini beneficiarius tribuni heres faciendum curavit",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14997.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD055081;lu_23236","","","42 to 69","Burnum"
"EDCS-32700573","CIL 03, 14997,1 (p 2328,114)","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  viri","] / XIII[3] / Q(uinto) Com[agio 1 f(ilio)] / Ani(ensi) Cre[mona 3] / mil(iti) leg(ionis) XI [Cl(audiae) P(iae) F(elicis) ann(orum)] / XXIIX stip(endiorum) [3] / h(ic) s(itus) (e)s(t?) fr(ater) f[ac(iendum) cur(avit)]","XIII Q Com Ani Cre mil leg XI XXIIX stip h s s fr f","XIII Quinto Comagio filio Aniensi Cremona militi legionis XI Claudiae Piae Felicis annorum XXIIX stipendiorum hic situs est frater faciendum curavit",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0036185;HD061350","","","42 to 69","Burnum"
"EDCS-32700574","CIL 03, 14998 (p 2328,114)","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Fabricius C(ai) f(ilius) Ouf(entina) Pri/mus Como miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) |(centuria) Gemini / Flavi stip(endiorum) XX / ann(orum) XXXVIII / testame(nto) / f(ieri) iussit her(es) / faci<e=V>ndum curavit","C Fabricius C f Ouf Primus Como miles leg XI C P F Gemini Flavi stip XX ann XXXVIII testame f iussit her faciVndum curavit","Caius Fabricius Cai filius Oufentina Primus Como miles legionis XI Claudiae Piae Fidelis centuria Gemini Flavi stipendiorum XX annorum XXXVIII testamento fieri iussit heres faciendum curavit",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061352","","","42 to 69","Burnum"
"EDCS-32700575","CIL 03, 14999 (p 2328,114)","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Flavius / L(uci) f(ilius) Fab(ia) Vale/ns Heracle/a mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Iuli Prisci an(norum) / XLII stip(endiorum) XXII / |(centuria) Iuli Prisci(!) / h(eres) f(aciendum) c(uravit)","L Flavius L f Fab Valens Heraclea mil leg XI C P F Iuli Prisci an XLII stip XXII Iuli Prisci h f c","Lucius Flavius Luci filius Fabia Valens Heraclea miles legionis XI Claudiae Piae Fidelis centuria Iuli Prisci annorum XLII stipendiorum XXII centuria Iuli Prisci heres faciendum curavit",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14999.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058296","","","42 to 69","Burnum"
"EDCS-31200486","CIL 03, 15001 (p 2328,114) = AE 1900, 00044","Dalmatia","Ivosevci / Burnum","9","69","9","69","milites;  praenomen et nomen;  tituli sepulcrales;  viri","P(ublius) Gosseli/us Q(uinti) f(ilius) An(i)e(nsi) / Cre(mona) mil(es) leg(ionis) / XI sig(nifer) an(n)or(um) / XL st(ipendiorum) XIIII / h(ic) s(itus) e(st)","P Gosselius Q f Ane Cre mil leg XI sig anor XL st XIIII h s e","Publius Gosselius Quinti filius Aniensi Cremona miles legionis XI signifer annorum XL stipendiorum XIIII hic situs est",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1900_00044.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044147;HD028171;1ae1900-16;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=15001","","","9 to 69","Burnum"
"EDCS-04600017","CIL 05, 00542 = CIL 03, *00394,8 = InscrIt-10-04, 00047 = ZPE-199-231 = AE 1999, +01233 = AE 1999, 01238","Dalmatia","Ivosevci / Burnum","76","100","76","100","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uinto) Iulio An[i(ensi)] / Felici mil(iti) / [l]eg(ionis) IIII F(laviae) F(elicis) / [an]n(orum) X[L] sti(pendiorum) XIIX / [t(estamento)] f(ieri) i(ussit) / [Q(uintus) Iuli]us Se[verus(?)]","Q Iulio An Felici mil eg IIII F F n X sti XIIX f i us Se","Quinto Iulio Aniensi Felici militi legionis IIII Flaviae Felicis annorum XL stipendiorum XIIX testamento fieri iussit Quintus Iulius Severus","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p63;N007348;HD039874;lu_16008;bu_AE%26bibl_volume=1999%26bibl_subvolume=%26bibl_insc=1238","","","76 to 100","Burnum"
"EDCS-55100445","FRMEC p 141 = AE 2009, 01032 = AE 2012, +01108 = EAOR-09, 00027","Dalmatia","Ivosevci / Burnum","76","77","76","77","Augusti/Augustae;  tituli operum;  viri","Imp(erator) Caesar Vespasianus Aug(ustus) pont(ifex) max(imus) / trib(unicia) pot(estate) VIII imp(erator) XVIII p(ater) p(atriae)","Imp Caesar Vespasianus Aug pont max trib pot VIII imp XVIII p p","Imperator Caesar Vespasianus Augustus pontifex maximus tribunicia potestate VIII imperator XVIII pater patriae","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$FRMEC-141.jpg;$NEU_FRMEC_p141.jpg;$EAOR-09_cat._00027.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD059971","","","76 to 77","Burnum"
"EDCS-10000846","ILJug-02, 00834","Dalmatia","Ivosevci / Burnum","1","150","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","P(ublius) Ceri[sius(?)] / P(ubli) f(ilius) Sab(atina) I[3] / Fa() mil(es) [3] ann(orum) XL [stip(endiorum)","P Ceri P f Sab I Fa mil ann XL stip","Publius Cerisius Publi filius Sabatina I Fa miles annorum XL stipendiorum","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034384","","","1 to 150","Burnum"
"EDCS-10000847","ILJug-02, 00835 = ZPE-197-270","Dalmatia","Ivosevci / Burnum","41","69","41","69","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Cottius C(ai) (!) Quiri(na) / Priscinus Aug(usto)ne(meto) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / stipendioru(m) XVI / annoru(m) XXXV / testamen(to) fier(i) iu/[ssit]","C Cottius C Quiri Priscinus Augne mil leg XI C P F stipendioru XVI annoru XXXV testamen fier iu","Caius Cottius Cai Quirina Priscinus Augustonemeto miles legionis XI Claudiae Piae Fidelis stipendiorum XVI annorum XXXV testamento fieri iussit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_ILJug-02_00835_1.jpg;$M_ILJug-02_00835_2.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034385;lu_23219;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=835","","","41 to 69","Burnum"
"EDCS-10000848","ILJug-02, 00836","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Iulius Q(uinti) f(ilius) / Ouf(entina) Man/suetus Co/mo miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / ann(orum) XXXV stip(endiorum) / XIIII t(estamento) f(ieri) i(ussit) Q(uintus) Iul(ius) / Annius mil(es) leg(ionis) / eiusd(em) fratri p(ientissimo) f(aciendum) c(uravit)","Q Iulius Q f Ouf Mansuetus Como miles leg XI C P F ann XXXV stip XIIII t f i Q Iul Annius mil leg eiusd fratri p f c","Quintus Iulius Quinti filius Oufentina Mansuetus Como miles legionis XI Claudiae Piae Fidelis annorum XXXV stipendiorum XIIII testamento fieri iussit Quintus Iulius Annius miles legionis eiusdem fratri pientissimo faciendum curavit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_ILJug-02_00836_1.jpg;$M_ILJug-02_00836_2.jpg;$ILJug_00836.jpg;$ILJug_00836_1.jpg;$ILJug-02_00836_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034386","","","42 to 69","Burnum"
"EDCS-10000849","ILJug-02, 00837","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Laberius / L(uci) f(ilius) Firmus tr/i(bu) Clau(dia) domo / F[o]ro Claudi / mile(s) leg(ionis) XI / [C(laudiae) P(iae)] F(idelis) [annor(um)] XXXV / [stip(endiorum)] XIIII / [h(ic) s(itus)] e(st) / T(itus) Talo[n]ius Sec[un(dus)] / t(estamento) f(ieri) i(ussit)","L Laberius L f Firmus tri Clau domo Fro Claudi mile leg XI F XXXV XIIII e T Taloius Sec t f i","Lucius Laberius Luci filius Firmus tribu Claudia domo Foro Claudi miles legionis XI Claudiae Piae Fidelis annorum XXXV stipendiorum XIIII hic situs est Titus Talonius Secundus testamento fieri iussit","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034387","","","42 to 69","Burnum"
"EDCS-10000850","ILJug-02, 00838","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Magnus / L(uci) (!) Fabia / Cleme(n)s Tavia / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / optio sti(pendiorum) XI an(norum) XXX pos(uit) / L(ucius) Salvius / Clemens frater","L Magnus L Fabia Clemes Tavia mil leg XI C P F optio sti XI an XXX pos L Salvius Clemens frater","Lucius Magnus Luci Fabia Clemens Tavia miles legionis XI Claudiae Piae Fidelis optio stipendiorum XI annorum XXX posuit Lucius Salvius Clemens frater","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034388;lu_22919","","","42 to 69","Burnum"
"EDCS-10000851","ILJug-02, 00839","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Satrius / Q(uinti) (!) Publilia / Martialis Ver(ona) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / ann(orum) XXXIIII / stip(endiorum) XIIII","Q Satrius Q Publilia Martialis Ver mil leg XI C P F ann XXXIIII stip XIIII","Quintus Satrius Quinti Publilia Martialis Verona miles legionis XI Claudiae Piae Fidelis annorum XXXIIII stipendiorum XIIII","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034389;lu_23266","","","42 to 69","Burnum"
"EDCS-10000852","ILJug-02, 00840 = AE 1979, 00446","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","Dis Ma(nibus) / Ter(ti) Anto(ni) / Ter(ti) f(ili) Pol(lia) Rufi / Par(ma) mil(itis) leg(ionis) XI / C(laudiae) P(iae) F(idelis) stip(endiorum) XVI","Dis Ma Ter Anto Ter f Pol Rufi Par mil leg XI C P F stip XVI","Dis Manibus Terti Antoni Terti fili Pollia Rufi Parma militis legionis XI Claudiae Piae Fidelis stipendiorum XVI",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD004410;lu_22890","","","42 to 69","Burnum"
"EDCS-10000853","ILJug-02, 00841","Dalmatia","Ivosevci / Burnum","1","71","1","71","milites;  nomen singulare;  tituli sepulcrales;  viri","Baccus Staumi / f(ilius) Fab(ia) domo / Brixia miles / coh(ortis) Monta/norum ann(orum) XXVI stip(endiorum) IIII / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)","Baccus Staumi f Fab domo Brixia miles coh Montanorum ann XXVI stip IIII h s e t f i","Baccus Staumi filius Fabia domo Brixia miles cohortis Montanorum annorum XXVI stipendiorum IIII hic situs est testamento fieri iussit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-02_00841.jpg;$ILJug-02_00841_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034390","","","1 to 71","Burnum"
"EDCS-10000854","ILJug-02, 00842","Dalmatia","Ivosevci / Burnum","1","50","1","50","milites;  nomen singulare;  tituli sepulcrales;  viri","Heras Ennom/ai f(ilius) mil(es) c(oh)or(tis) II / Cyrr(hestarum) do(mo) Cyr(rh)o / ann(orum) L sti(pendiorum) XXII / h(ic) s(itus) e(st) / [Heb]raeus Ab/emmi f(ilius) (h)er(es) pos(uit)","Heras Ennomai f mil cor II Cyrr do Cyro ann L sti XXII h s e raeus Abemmi f er pos","Heras Ennomai filius miles cohortis II Cyrrhestarum domo Cyrrho annorum L stipendiorum XXII hic situs est Hebraeus Abemmi filius heres posuit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034391;lu_22868","","","1 to 50","Burnum"
"EDCS-10000855","ILJug-02, 00843 = ZPE-199-235 = AE 1971, 00299","Dalmatia","Ivosevci / Burnum","6","41","6","41","milites;  nomen singulare;  tituli sepulcrales;  viri","Imerix Servofr/edi f(ilius) Batav<u=O>s / eq(ues) ala / Hispano(rum) / [a]nnor(um) XXVIII / stip(endiorum) VIII / [h(ic)] s(itus) e(st)","Imerix Servofredi f BatavOs eq ala Hispano nnor XXVIII stip VIII s e","Imerix Servofredi filius Batavus eques ala Hispanorum annorum XXVIII stipendiorum VIII hic situs est",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1971_00299.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD011485;lu_24130;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=843","","","6 to 41","Burnum"
"EDCS-10000858","ILJug-02, 00846 = AE 1992, 01379","Dalmatia","Ivosevci / Burnum","1","100","1","100","mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","T(ito) Queresio Aet(oris) f(ilio) patr[i] / Volusiae M(arci) f(iliae) Aet(riae?) mat[ri] / Queresiae T(iti) f(iliae) Max(imae) sor[ori] / Queresiae T(iti) f(iliae) Tertiae so[rori] / C(aius) Volusius Max(imus) h(eres) f(aciundum) c(uravit)","T Queresio Aet f patr Volusiae M f Aet mat Queresiae T f Max sor Queresiae T f Tertiae so C Volusius Max h f c","Tito Queresio Aetoris filio patri Volusiae Marci filiae Aetriae matri Queresiae Titi filiae Maximae sorori Queresiae Titi filiae Tertiae sorori Caius Volusius Maximus heres faciundum curavit",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034393","","","1 to 100","Burnum"
"EDCS-10000859","ILJug-02, 00847","Dalmatia","Ivosevci / Burnum","1","50","1","50","liberti/libertae;  mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","C(aius) Virius C(ai) l(ibertus) / Vitalis annor(um) / VI h(ic) s(itus) e(st) / C(aius) Virius et Neuma / mater posuere","C Virius C l Vitalis annor VI h s e C Virius et Neuma mater posuere","Caius Virius Cai libertus Vitalis annorum VI hic situs est Caius Virius et Neuma mater posuere","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034394;lu_23019","","","1 to 50","Burnum"
"EDCS-10000861","ILJug-02, 00849","Dalmatia","Ivosevci / Burnum","1","150","1","150","tituli operum;  viri","] L(ucius) Fun[3] / [3] Q(uintus?) Fabi[","L Fun Q Fabi","Lucius Fun Quintus Fabi","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034396;lu_23094","","","1 to 150","Burnum"
"EDCS-10000862","ILJug-02, 00850","Dalmatia","Ivosevci / Burnum","1","150","1","150","tituli sepulcrales;  viri","L(ucius) Mart[3] / f(ilius) anno[rum 3] / L(ucius?) Olstiu[3] / fecit [","L Mart f anno L Olstiu fecit","Lucius Mart filius annorum Lucius Olstiu fecit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034397;lu_22965","","","1 to 150","Burnum"
"EDCS-10000863","ILJug-02, 00852 = AE 1971, 00300","Dalmatia","Ivosevci / Burnum","71","80","71","80","nomen singulare;  tituli sepulcrales;  viri","]azicico / [3] et Apulo / [3]co Aetoris f(ilio) / [he]res","azicico et Apulo co Aetoris f res","azicico et Apulo co Aetoris filio heres",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD011485","","","71 to 80","Burnum"
"EDCS-10000866","ILJug-02, 00855","Dalmatia","Ivosevci / Burnum","1","150","1","150","tituli sepulcrales;  viri","]eziu[s] / [3 si]bi et / [3 posu]it","eziu bi et it","ezius sibi et posuit","lapis","cinerarium","44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034401","","","1 to 150","Burnum"
"EDCS-10101837","ILJug-03, 02810","Dalmatia","Ivosevci / Burnum","50","50","50","50","Augusti/Augustae;  milites;  ordo senatorius;  tituli operum;  tria nomina;  viri","[Ti(berius) Claudius Drusi] / [f(ilius) Caesar Aug(ustus) German(icus)] / [pontif(ex) maximus tr(ibunicia) p(otestate) X] / [co(n)s(ul) IIII] imp(erator) XXI p(ater) p(atriae) c[ensor] / [P(ublio) A]nteio Ru[fo leg(ato)] / [Aug(usti) pr(o) p]r(aetore) le[g(io) XI C(laudia) P(ia) F(idelis)]","imp XXI p p c nteio Ru r le","Tiberius Claudius Drusi filius Caesar Augustus Germanicus pontifex maximus tribunicia potestate X consul IIII imperator XXI pater patriae censor Publio Anteio Rufo legato Augusti pro praetore legio XI Claudia Pia Fidelis",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035391","","","50 to 50","Burnum"
"EDCS-10101838","ILJug-03, 02811","Dalmatia","Ivosevci / Burnum","9","69","9","69","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Ter(tius) Baebius C(ai) f(ilius) Sca(ptia) domo Florentia ann(orum) XXXV stip(endiorum) XVII mil(es) leg(ionis) XI cornicen","Ter Baebius C f Sca domo Florentia ann XXXV stip XVII mil leg XI cornicen","Tertius Baebius Cai filius Scaptia domo Florentia annorum XXXV stipendiorum XVII miles legionis XI cornicen",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035392;lu_22898","","","9 to 69","Burnum"
"EDCS-10101839","ILJug-03, 02812 = AE 1903, 00303 = AE 1925, 00131","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Bodlius L(uci) f(ilius) / Pol(lia) Genialis / Pollent(ia) mil(es) / leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Iuli Secundi / ann(orum) XXX stip(endiorum) X / h(eres) f(aciendum) c(uravit)","L Bodlius L f Pol Genialis Pollent mil leg XI C P F Iuli Secundi ann XXX stip X h f c","Lucius Bodlius Luci filius Pollia Genialis Pollentia miles legionis XI Claudiae Piae Fidelis centuria Iuli Secundi annorum XXX stipendiorum X heres faciendum curavit",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_ILJug-03_02812.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025909;lu_23234;1ae1903-69;1ae1925-38","","","42 to 69","Burnum"
